Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Snow Depth,Wind Speed,
2001,1,1,0,0,0,0,0,0,0,0,2,10.531135266008619,971.1448974609375,57.0804794496016,175.57682862354957,0,0.4718683660030365,N/A
2001,1,1,1,0,0,0,0,0,0,0,2,10.063345138482646,970.8314819335938,60.24262658212797,161.9813540769601,0,0.39744967222213745,N/A
2001,1,1,2,0,0,0,0,0,0,0,1,9.613558306730113,970.9024047851562,57.63183672882579,148.32852744429906,0,0.4034229815006256,N/A
2001,1,1,3,0,0,0,0,0,0,0,1,9.200978609144272,971.3248291015625,60.31852030745352,134.76255392892818,0,0.42536336183547974,N/A
2001,1,1,4,0,0,0,0,0,0,0,0,8.830510863570112,971.6575317382812,57.89181392590208,121.34902057156961,0,0.49595627188682556,N/A
2001,1,1,5,0,0,0,0,0,0,0,3,12.459356858014871,963.526611328125,55.97788556691172,108.18880151573188,0,2.7336511611938477,N/A
2001,1,1,6,0,0,0,0,0,0,0,5,12.337599589475474,964.1463623046875,61.085524508013535,95.359415546647,0,2.523118734359741,N/A
2001,1,1,7,0,49,164,69,49,164,69,6,12.586942192937158,965.1016235351562,66.07252159499662,83.06162948987124,0,2.2143709659576416,N/A
2001,1,1,8,0,114,5,116,115,447,256,8,13.01683667537219,965.7302856445312,72.96174321443344,71.58928698300426,0,1.7274036407470703,N/A
2001,1,1,9,0,106,0,106,151,598,437,10,14.332347600875664,965.9578857421875,77.53609179712997,61.41704008108877,0,1.238255500793457,N/A
2001,1,1,10,0,107,0,107,171,678,577,10,15.48986959994437,965.7112426757812,74.57011756073831,53.306630120006076,0,0.9412556290626526,N/A
2001,1,1,11,0,164,0,164,181,716,657,11,16.046102436574586,965.3646850585938,73.72076423064527,48.31628805316722,0,0.6502581238746643,N/A
2001,1,1,12,0,119,0,119,183,721,671,12,16.57008450436706,964.46240234375,75.47346114382817,47.44557222030823,0,0.3775354325771332,N/A
2001,1,1,13,0,119,0,119,176,696,615,12,16.56412210224562,963.9840698242188,76.34572481077076,50.90708224050555,0,0.20021720230579376,N/A
