Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Snow Depth,Wind Speed,
2004,1,1,0,0,0,0,0,0,0,0,8,15.261748271272381,966.1939086914062,62.649324634835615,175.59729434439276,0,3.072175979614258,N/A
2004,1,1,1,0,0,0,0,0,0,0,8,14.963638290914503,965.9375610351562,63.30500380199684,162.006109956057,0,3.0229275226593018,N/A
2004,1,1,2,0,0,0,0,0,0,0,8,14.704849236409927,965.8221435546875,64.23537306051982,148.3525991431948,0,2.9467689990997314,N/A
2004,1,1,3,0,0,0,0,0,0,0,8,14.568075385546479,965.7201538085938,65.30639068983002,134.78534063789448,0,2.891806125640869,N/A
2004,1,1,4,0,0,0,0,0,0,0,8,14.483219332966144,966.2078857421875,66.20759432712188,121.37013728712881,0,2.8830528259277344,N/A
2004,1,1,5,0,0,0,0,0,0,0,5,9.424914571783347,968.9654541015625,76.7822452064333,108.1311884420572,0,0.6335751414299011,N/A
2004,1,1,6,0,0,0,0,0,0,0,5,9.672353758023007,969.7094116210938,76.35696133411,95.30889862057188,0,0.4876629710197449,N/A
2004,1,1,7,0,56,94,68,51,169,72,9,12.83491858986389,970.5962524414062,80.34949195967187,83.02040694111793,0,0.4253019094467163,N/A
2004,1,1,8,0,131,426,266,123,453,267,8,15.590647684018904,971.5556030273438,63.08203862685635,71.56057112200162,0,0.5613386034965515,N/A
2004,1,1,9,0,165,593,449,163,607,454,9,19.32292826676172,971.3511352539062,54.28749704377348,61.405413907042174,0,0.5463221669197083,N/A
2004,1,1,10,0,192,655,584,186,690,598,10,22.283170093329772,970.4939575195312,47.04921247067309,53.31788051500891,0,0.4743870794773102,N/A
2004,1,1,11,0,214,683,668,197,728,681,10,23.464631129650456,969.2536010742188,45.13363297411514,48.35528526613347,0,0.4950893521308899,N/A
2004,1,1,12,0,261,555,636,198,733,694,11,23.98755569153377,967.9660034179688,44.191684026837414,47.51171696076999,0,0.38148027658462524,N/A
2004,1,1,13,0,240,549,586,191,706,635,11,23.865005129527333,967.2395629882812,44.413232939570754,50.992754854303676,0,0.23813757300376892,N/A
