Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Snow Depth,Wind Speed,
2009,1,1,0,0,0,0,0,0,0,0,8,11.22944887694132,967.1202392578125,83.10842044932787,175.57724240435314,0,0.6157034039497375,N/A
2009,1,1,1,0,0,0,0,0,0,0,8,10.73155230355951,966.9354248046875,85.54723356626567,161.98267637120105,0,0.5330944657325745,N/A
2009,1,1,2,0,0,0,0,0,0,0,8,10.264487995417824,966.9047241210938,87.99291909611402,148.32969395327476,0,0.41522398591041565,N/A
2009,1,1,3,0,0,0,0,0,0,0,8,9.816984947523906,967.1435546875,90.52111213670634,134.76343754388495,0,0.20982974767684937,N/A
2009,1,1,4,0,0,0,0,0,0,0,8,9.352135355346036,967.9553833007812,93.09335324508687,121.34954978383367,0,0.18219248950481415,N/A
2009,1,1,5,0,0,0,0,0,0,0,4,10.874200452783043,967.4705200195312,62.945727002186935,108.18884972155774,0,0.6585114598274231,N/A
2009,1,1,6,0,0,0,0,0,0,0,3,11.086471742764274,967.7677612304688,60.366181401154364,95.35894018916075,0,0.5414755940437317,N/A
2009,1,1,7,0,55,49,61,51,154,70,6,14.498349477432498,968.5823974609375,57.16739615763979,83.0605135292106,0,0.4384183883666992,N/A
2009,1,1,8,0,145,337,252,133,419,265,4,17.61401681454271,969.0548095703125,41.09669234614432,71.58736900569536,0,0.3368957042694092,N/A
2009,1,1,9,0,189,511,434,180,571,454,3,21.82371744991667,969.2387084960938,30.228356100644,61.41412464134699,0,0.7831880450248718,N/A
2009,1,1,10,0,208,620,579,208,655,599,1,24.72917932438878,968.7949829101562,22.610674352045123,53.30254317578841,0,1.1358009576797485,N/A
2009,1,1,11,0,223,656,660,221,694,683,1,25.9138748352446,967.7227172851562,20.864843394911695,48.31103863338953,0,1.1074527502059937,N/A
2009,1,1,12,0,224,668,676,223,700,697,1,26.318235758203855,966.6328125,20.12931286062162,47.439537303730255,0,1.1378506422042847,N/A
2009,1,1,13,0,211,653,623,214,673,639,1,26.059924443022794,965.9340209960938,20.08908270745726,50.900877149514784,0,1.257300615310669,N/A
2009,1,1,14,0,195,580,504,193,608,516,1,25.058416722452364,965.66015625,20.912846650687424,57.92112893010352,0,1.3602057695388794,N/A
2009,1,1,15,0,185,383,333,154,488,342,1,23.217312470896047,965.8343505859375,24.005449642195444,67.3925265349476,0,1.4776551723480225,N/A
2009,1,1,16,0,97,95,117,88,274,144,6,19.578109092104796,966.19873046875,41.98866362994705,78.42537525960898,0,1.835959792137146,N/A
2009,1,1,17,0,0,0,0,1,1,1,5,17.47610003924035,966.9640502929688,46.573609595243006,90.43809400148675,0,2.1733882427215576,N/A
2009,1,1,18,0,0,0,0,0,0,0,5,16.42670090411616,967.6104736328125,47.333215437142805,103.09118297076257,0,2.3486287593841553,N/A
2009,1,1,19,0,0,0,0,0,0,0,4,15.485417286064717,968.1699829101562,48.99666879173,116.15270873103788,0,2.313222646713257,N/A
2009,1,1,20,0,0,0,0,0,0,0,4,14.647031993239239,968.6228637695312,50.70976846284274,129.48916197227476,0,2.220933675765991,N/A
2009,1,1,21,0,0,0,0,0,0,0,4,13.88085129025751,968.5181884765625,52.19683899553645,143.00691651497553,0,2.151904582977295,N/A
2009,1,1,22,0,0,0,0,0,0,0,3,13.179941449643763,968.2389526367188,53.554357631252124,156.63592496965123,0,2.081362247467041,N/A
2009,1,1,23,0,0,0,0,0,0,0,3,12.563489515805543,968.1066284179688,54.71944537132539,170.2952423591259,0,1.9965312480926514,N/A
2009,1,2,0,0,0,0,0,0,0,0,3,12.027267833896815,967.671630859375,55.66760063864529,175.6747095536345,0,1.8909989595413208,N/A
2009,1,2,1,0,0,0,0,0,0,0,3,11.511236700020902,967.4810791015625,56.64666515659367,162.10206742944388,0,1.7920645475387573,N/A
2009,1,2,2,0,0,0,0,0,0,0,2,11.044802241300431,967.2289428710938,57.348531269242685,148.44600193348904,0,1.680141806602478,N/A
2009,1,2,3,0,0,0,0,0,0,0,2,10.627995851861556,967.2328491210938,57.95924518584917,134.8737225175889,0,1.513051986694336,N/A
2009,1,2,4,0,0,0,0,0,0,0,2,10.260391599623176,967.4428100585938,58.00223480999925,121.45195839285216,0,1.3875173330307007,N/A
2009,1,2,5,0,0,0,0,0,0,0,2,9.934426680276488,967.7590942382812,58.536927521309856,108.26241061915053,0,1.318639874458313,N/A
2009,1,2,6,0,0,0,0,0,0,0,1,10.190427017455988,968.569091796875,55.48199611938982,95.4223136614181,0,1.276943325996399,N/A
2009,1,2,7,0,54,46,60,50,152,69,4,13.575003312009812,969.2918701171875,53.9891218451764,83.11061910400116,0,1.2124576568603516,N/A
2009,1,2,8,0,157,314,257,132,416,264,2,16.673242087927292,969.8834838867188,39.396086118432045,71.61978231827597,0,1.0146657228469849,N/A
2009,1,2,9,0,181,549,444,180,566,451,2,21.105782785519352,970.0497436523438,30.234419253566223,61.42256208321635,0,0.6730257868766785,N/A
2009,1,2,10,0,204,637,585,207,648,595,2,24.807733968027037,969.4730224609375,23.675631879780955,53.27921913909362,0,0.420279324054718,N/A
2009,1,2,11,0,217,675,667,220,687,678,2,26.328828893195237,968.466064453125,21.787179396569055,48.24970462705191,0,0.5511233806610107,N/A
2009,1,2,12,0,223,670,678,222,693,692,2,26.835208369755605,967.884765625,21.1461487783735,47.34173136663705,0,0.6658649444580078,N/A
2009,1,2,13,0,211,656,626,213,666,635,2,26.5240710115998,967.0747680664062,21.229338282603226,50.77768904036638,0,0.8773131370544434,N/A
2009,1,2,14,0,190,593,507,192,601,513,2,25.44202325171699,966.9478759765625,22.030613431932895,57.785573755053285,0,1.2743149995803833,N/A
2009,1,2,15,0,165,440,336,154,482,340,2,23.504070099646867,967.1895141601562,25.110180521142013,67.25332820999284,0,1.7405970096588135,N/A
2009,1,2,16,0,97,140,126,88,270,143,5,19.775680926080554,967.6937255859375,38.77111539134012,78.28694949921548,0,2.4245290756225586,N/A
2009,1,2,17,0,0,0,0,1,1,1,5,17.455615760334922,968.2935791015625,44.56533097038318,90.30256579647643,0,2.89113187789917,N/A
2009,1,2,18,0,0,0,0,0,0,0,4,16.225825626083292,969.2373046875,46.621539961484686,102.95890747924295,0,2.9777145385742188,N/A
2009,1,2,19,0,0,0,0,0,0,0,4,15.128469137548791,969.6354370117188,49.398797231184034,116.02411132557796,0,2.850615978240967,N/A
2009,1,2,20,0,0,0,0,0,0,0,4,14.220649410245528,969.723388671875,51.69454184067271,129.36419751667646,0,2.7012906074523926,N/A
2009,1,2,21,0,0,0,0,0,0,0,4,13.458375468562451,969.8143310546875,53.743001995104365,142.88530282207,0,2.5107262134552,N/A
2009,1,2,22,0,0,0,0,0,0,0,4,12.81025368853642,969.7254638671875,55.52872424960571,156.5167869407872,0,2.245718479156494,N/A
2009,1,2,23,0,0,0,0,0,0,0,3,12.253650626032822,969.0726318359375,56.74716360886891,170.17404093691,0,2.000619411468506,N/A
2009,1,3,0,0,0,0,0,0,0,0,3,11.723603245986567,968.2329711914062,57.61574431143307,175.74528652145432,0,1.9069429636001587,N/A
2009,1,3,1,0,0,0,0,0,0,0,3,11.242739362301506,967.888427734375,58.41021159587986,162.19460397480827,0,1.9298566579818726,N/A
2009,1,3,2,0,0,0,0,0,0,0,3,10.780558327620952,967.2469482421875,59.476568199733705,148.5361474360061,0,1.963923692703247,N/A
2009,1,3,3,0,0,0,0,0,0,0,3,10.397193148722693,967.2241821289062,60.65380157906013,134.95876363398867,0,1.9270155429840088,N/A
2009,1,3,4,0,0,0,0,0,0,0,3,10.09491376136566,967.6497192382812,61.73931420507014,121.53027766586747,0,1.794350028038025,N/A
2009,1,3,5,0,0,0,0,0,0,0,3,9.836663041921724,968.253173828125,62.671040352070776,108.33228958600783,0,1.646249532699585,N/A
2009,1,3,6,0,0,0,0,0,0,0,2,10.142409538931133,969.15771484375,60.48815027445574,95.48151017685431,0,1.5583869218826294,N/A
2009,1,3,7,0,53,45,59,50,148,67,4,13.495428949646453,969.9624633789062,54.61853321155906,83.15597255435979,0,1.521038293838501,N/A
2009,1,3,8,0,157,313,256,132,411,261,4,16.759175401573714,970.6010131835938,43.24269751684825,71.6467714644387,0,1.2414637804031372,N/A
2009,1,3,9,0,184,530,438,179,562,448,4,21.450156006880547,970.6091918945312,32.186390194809775,61.42483234556671,0,0.9720981121063232,N/A
2009,1,3,10,0,208,621,580,206,645,592,3,25.002751606293486,969.8312377929688,25.138626398683044,53.24900543904675,0,0.7893645763397217,N/A
2009,1,3,11,0,223,658,662,220,684,676,4,26.764300451837926,968.7854614257812,23.312426789706045,48.181022462660074,0,0.6791886687278748,N/A
