Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Snow Depth,Wind Speed,
2008,1,1,0,0,0,0,0,0,0,0,4,12.964612589185776,967.3547973632812,58.159471423343525,175.5974565323931,0,1.258745789527893,N/A
2008,1,1,1,0,0,0,0,0,0,0,4,12.493767370150465,966.8465576171875,58.90825802069417,162.0067495439605,0,1.040267825126648,N/A
2008,1,1,2,0,0,0,0,0,0,0,3,12.04695582940468,966.5404663085938,57.12832026974668,148.35316115170932,0,0.8585940003395081,N/A
2008,1,1,3,0,0,0,0,0,0,0,5,11.615353121888859,966.4509887695312,64.77452061175042,134.78575940280933,0,0.7723580002784729,N/A
2008,1,1,4,0,0,0,0,0,0,0,3,11.221356669301144,966.9025268554688,59.8574708861325,121.37037624965231,0,0.7354036569595337,N/A
2008,1,1,5,0,0,0,0,0,0,0,1,9.874888313217298,967.6993408203125,55.944668294119694,108.13129539322024,0,0.36161598563194275,N/A
2008,1,1,6,0,0,0,0,0,0,0,2,10.20596247805264,968.2568359375,57.40730749932316,95.3087546748297,0,0.43182963132858276,N/A
2008,1,1,7,0,55,41,60,51,137,68,1,13.34387860956565,968.8463134765625,45.03937287833036,83.01995778416715,0,0.5169429183006287,N/A
2008,1,1,8,0,148,337,255,138,390,261,1,16.39577265042641,969.22412109375,37.5447081109917,71.55973286996942,0,0.6108671426773071,N/A
2008,1,1,9,0,191,516,438,188,539,447,2,20.74083224277723,969.3951416015625,30.9143680022189,61.40409254956984,0,0.6310431957244873,N/A
2008,1,1,10,0,212,615,580,217,620,588,2,24.658026893478223,968.7274780273438,22.85872316060295,53.31598939311334,0,0.5718650221824646,N/A
2008,1,1,11,0,225,658,663,232,658,669,2,26.524262066729875,967.52880859375,21.57503391159173,48.35282240451788,0,0.6868652701377869,N/A
2008,1,1,12,0,233,662,681,233,662,681,3,27.190434475947143,966.4883422851562,21.56585074998119,47.508856446870205,0,0.9177179932594299,N/A
2008,1,1,13,0,223,633,622,223,633,622,3,27.027415138248216,965.8212280273438,22.12215627797122,50.989789017692544,0,1.2207692861557007,N/A
2008,1,1,14,0,203,556,498,200,565,499,3,26.029427407507285,965.1567993164062,23.352332346503125,58.020045686129265,0,1.5567529201507568,N/A
2008,1,1,15,0,169,413,328,158,443,328,4,24.100394031283543,965.170654296875,27.218880257876528,67.49487670162561,0,1.9878580570220947,N/A
2008,1,1,16,0,98,130,124,87,235,134,6,20.394359716176723,965.3974609375,39.49983907819267,78.5277395482599,0,2.5582706928253174,N/A
2008,1,1,17,0,0,0,0,1,0,1,5,18.120459272637902,965.9419555664062,44.074106937661256,90.53877040922569,0,2.9511361122131348,N/A
2008,1,1,18,0,0,0,0,0,0,0,4,16.955050298923823,966.7041015625,44.54110057033196,103.18980293819206,0,3.030841588973999,N/A
2008,1,1,19,0,0,0,0,0,0,0,4,15.960428341568559,967.0997314453125,45.23819718623789,116.24888598607129,0,2.9343738555908203,N/A
2008,1,1,20,0,0,0,0,0,0,0,3,15.14209649685398,967.3260498046875,46.14211342371611,129.58286850122073,0,2.8017969131469727,N/A
2008,1,1,21,0,0,0,0,0,0,0,3,14.471670117520944,967.3896484375,46.99221291827295,143.09830003933928,0,2.7245121002197266,N/A
2008,1,1,22,0,0,0,0,0,0,0,3,13.882238839313004,967.0844116210938,48.08487890783227,156.72553838413347,0,2.672720193862915,N/A
2008,1,1,23,0,0,0,0,0,0,0,3,13.493610933908315,966.8670043945312,49.39696895196798,170.38611032640125,0,2.562727689743042,N/A
2008,1,2,0,0,0,0,0,0,0,0,3,13.55907092953538,966.8966674804688,49.642727820281124,175.6173236789731,0,2.3880577087402344,N/A
2008,1,2,1,0,0,0,0,0,0,0,3,13.562468535158985,966.72265625,52.21196911518559,162.03067319136792,0,2.1202433109283447,N/A
2008,1,2,2,0,0,0,0,0,0,0,4,13.485285267889765,966.4684448242188,54.991111935712645,148.3764801775614,0,1.719207763671875,N/A
2008,1,2,3,0,0,0,0,0,0,0,5,13.29550207976132,966.464599609375,57.545703917159486,134.80791804984824,0,1.2625521421432495,N/A
2008,1,2,4,0,0,0,0,0,0,0,3,13.17335344634904,967.0477294921875,51.47825213470229,121.39101825796475,0,0.854908287525177,N/A
2008,1,2,5,0,0,0,0,0,0,0,3,13.103359367187409,968.1708984375,52.48562571797436,108.20758151651313,0,0.682191789150238,N/A
2008,1,2,6,0,0,0,0,0,0,0,4,13.317987772536526,968.9484252929688,53.96127809976959,95.37523886824536,0,0.8038262724876404,N/A
2008,1,2,7,0,48,16,50,49,124,64,2,15.17236190729767,969.9610595703125,43.016660402360166,83.07363433594467,0,0.8833907842636108,N/A
2008,1,2,8,0,153,211,220,134,369,251,2,17.254624535957078,970.6622314453125,36.89698426417747,71.59622947140299,0,0.8604766130447388,N/A
2008,1,2,9,0,210,450,426,185,517,433,1,20.7541618616674,970.724609375,28.33453967773559,61.41718783242478,0,1.1695626974105835,N/A
2008,1,2,10,0,230,552,560,214,600,573,0,23.518517699779068,970.2520141601562,22.21737364886825,53.29788279077527,0,1.4099279642105103,N/A
2008,1,2,11,0,247,591,641,229,640,655,1,25.18736081303416,969.2900390625,20.646570262895462,48.297066359435746,0,1.3721997737884521,N/A
2008,1,2,12,0,231,647,669,231,647,669,0,26.34642114304893,968.4032592773438,19.115136931001913,47.41653274341038,0,1.306182861328125,N/A
2008,1,2,13,0,243,569,603,222,621,614,1,26.717699258283574,967.4950561523438,19.49839013888259,50.87147042439568,0,1.3096301555633545,N/A
2008,1,2,14,0,199,557,495,199,557,495,1,25.99586771736,967.0891723632812,20.850481271709622,57.8884819584757,0,1.3880211114883423,N/A
2008,1,2,15,0,158,439,327,158,439,327,2,24.369183671293854,967.0106201171875,24.41213115088296,67.35879774177866,0,1.7410482168197632,N/A
2008,1,2,16,0,99,137,127,88,235,136,5,20.750407143789857,967.1654663085938,37.543034562965865,78.39168185911224,0,2.408482313156128,N/A
2008,1,2,17,0,0,0,0,1,0,1,5,18.618959569245646,967.3624877929688,41.3825430509375,90.40500499843287,0,2.8632311820983887,N/A
2008,1,2,18,0,0,0,0,0,0,0,4,17.53317267089875,967.8743286132812,42.31986544144194,103.05877137689615,0,2.9827775955200195,N/A
2008,1,2,19,0,0,0,0,0,0,0,4,16.593599586366793,968.1758422851562,44.15960179892401,116.12111803445661,0,2.9310367107391357,N/A
2008,1,2,20,0,0,0,0,0,0,0,4,15.745489965779655,968.4705810546875,46.20474097334445,129.45839633497127,0,2.847442150115967,N/A
2008,1,2,21,0,0,0,0,0,0,0,4,14.988087691375085,968.5094604492188,48.26485273033547,142.97692163330746,0,2.7551114559173584,N/A
2008,1,2,22,0,0,0,0,0,0,0,4,14.323440173555582,968.4513549804688,50.552482644025744,156.6065090365925,0,2.622450113296509,N/A
2008,1,2,23,0,0,0,0,0,0,0,4,13.739648861753892,968.7095336914062,52.92117395182719,170.26537671871228,0,2.453918695449829,N/A
2008,1,3,0,0,0,0,0,0,0,0,4,13.311447069978897,968.9239501953125,54.91501130094976,175.6930298527314,0,2.250110626220703,N/A
2008,1,3,1,0,0,0,0,0,0,0,4,12.9826425176837,968.8059692382812,56.59112462097893,162.1253390425944,0,2.016599655151367,N/A
2008,1,3,2,0,0,0,0,0,0,0,4,12.862981510988618,968.9554443359375,58.570599813290954,148.46868380515397,0,1.762856364250183,N/A
2008,1,3,3,0,0,0,0,0,0,0,5,12.72225712196149,969.015625,60.81992294712878,134.8951862560781,0,1.5545110702514648,N/A
2008,1,3,4,0,0,0,0,0,0,0,5,12.396489834389683,968.9932861328125,62.23072309097404,121.47182087412236,0,1.4063811302185059,N/A
2008,1,3,5,0,0,0,0,0,0,0,5,12.037923452514065,969.7055053710938,62.596293439716064,108.28025954879641,0,1.30375337600708,N/A
2008,1,3,6,0,0,0,0,0,0,0,4,12.212566357715275,970.580078125,58.07973296791786,95.43760772149183,0,1.2232929468154907,N/A
2008,1,3,7,0,54,27,58,49,125,64,3,14.73996233723318,971.5952758789062,47.937105487115566,83.12259403525479,0,1.0718744993209839,N/A
