Wind Speed
0.08884652
0.66787884
-0.062340681
-0.002030956
-0.385084383
0.026966875
0.329442905
0.628687068
-0.229785914
-0.764456867
0.301953478
-0.920167437
0.815532307
0.287688306
1.475844233
0.257209598
-0.997608988
0.734048958
0.167071793
2.070826912
-1.707982266
-1.201028546
1.732109358
0.424240063
-1.420082658
-0.475064011
-0.70062633
0.837900466
0.677286332
0.207753961
-2.267605612
0.982524753
-1.335828995
2.286244754
-0.590592462
-0.814606168
-0.912408593
-0.218110254
-0.431868968
-0.050020227
0.476813709
-0.858689871
0.2529505
0.654262949
0.79981083
-1.184421784
0.638620271
-0.623343407
-0.309579493
1.210108631
-0.105747773
-0.091904939
-0.336092325
0.739997748
-0.58734595
0.069922891
-0.422315057
0.67212067
0.453488811
-0.4853265
-1.012551991
0.965537833
-0.735384575
1.323487593
-0.776391306
1.392636611
-1.138743523
1.09339339
0.684574761
1.457497044
-0.900639125
-0.299338495
0.500040524
-1.000631449
-0.987364745
1.836114763
-0.633211595
-1.674645929
0.990004125
1.12747235
-1.120275694
-0.515001605
-1.79875754
2.638344944
-0.01664925
0.767169621
-1.298894783
-0.582417556
-0.546688788
-0.490849334
0.282014488
-0.272093415
-0.538469293
0.528244561
0.260870309
0.60851623
-0.542519132
-0.280857664
-0.441967128
-0.206442306
1.069492752
0.254529661
0.004112676
-0.374246904
0.402376793
-0.028878299
-0.691749964
0.032891962
0.923450753
-0.797179413
0.24489008
0.03050159
-0.256545228
-0.416449308
0.850214254
-0.161779383
0.518089947
-0.152572951
0.372073268
1.340930429
-1.24548003
2.006688433
-0.036949985
0.189157992
-1.55432872
0.895146852
-0.424069014
0.113907457
-1.580211008
1.908815593
-0.522414345
0.366747854
0.540647198
-1.513501173
0.688112836
-0.52297401
-0.714484413
0.333930202
-1.014558859
1.409693543
-0.79427932
-0.346842984
-0.696135883
0.604143201
-0.313169936
-0.590028498
0.341358407
0.506382752
-0.673920169
0.250666554
-0.377557438
0.904098296
-0.553459212
-0.62563926
0.534072944
0.469512607
0.592767714
-0.453254425
-0.661043406
0.545241511
0.173559642
-0.428726075
0.569166599
-0.097480829
-0.091139134
-0.116574922
-0.927167622
1.028723518
0.178663724
0.067879494
0.150648484
-0.419776838
0.662013712
-0.900276534
0.44928892
2.485284856
-1.002397042
0.845967375
-0.475813135
-1.582434549
1.409418344
-1.972870155
0.168031676
-0.461419465
1.13825979
1.746338195
-2.178760096
1.137034587
-0.902208004
-0.662119401
0.879153114
-0.034478039
-0.25817593
-0.494127682
-0.892504605
0.464328039
-0.301110977
-0.247667617
0.375428102
-0.155842079
0.030397753
1.445748922
-0.316946687
-0.60583592
0.494743164
0.291404276
-0.217825057
-0.175915908
0.245118143
-0.706527802
-0.025896077
-0.104555924
-0.115192089
0.978477399
-0.908287582
-0.317404581
-0.311766985
0.126369803
0.506573791
-0.273454478
0.561618598
0.544283574
0.832792202
-1.52371819
0.898777071
-1.087752788
1.855849461
1.474249059
-1.557237127
0.501614135
-1.783804369
1.548885214
0.487377427
-0.574755396
1.591937475
-1.584540821
0.229590971
-0.713778812
-1.090991846
